nm,front surface transmssion,substrate transmission,predicted QE (%)
975,69.9339,56.9403,12.9936
976,69.9345,57.2452,12.6893
977,69.935,57.5512,12.3838
978,69.9356,57.8582,12.0774
979,69.9362,58.1663,11.7699
980,69.9368,58.4753,11.4615
981,69.9374,58.7854,11.152
982,69.9381,59.0965,10.8416
983,69.9387,59.4086,10.5301
984,69.9393,59.7217,10.2176
985,69.94,60.0359,9.9041
986,69.9407,60.3511,9.5896
987,69.9414,60.6673,9.2741
988,69.9421,60.9845,8.9576
989,69.9428,61.3027,8.6401
990,69.9436,61.622,8.3216
991,69.9443,61.9423,8.002
992,69.9451,62.2636,7.6815
993,69.9458,62.586,7.3598
994,69.9466,62.9094,7.0372
995,69.9474,63.2338,6.7136
996,69.9482,63.5592,6.389
997,69.9491,63.8857,6.0634
998,69.9499,64.2132,5.7367
999,69.9507,64.5417,5.409
1000,69.9516,64.8713,5.0803
1001,69.9525,64.9678,4.9847
1002,69.9534,65.0742,4.8792
1003,69.9544,65.1781,4.7763
1004,69.9553,65.2643,4.691
1005,69.9563,65.3332,4.6231
1006,69.9572,65.4057,4.5515
1007,69.9582,65.5064,4.4518
1008,69.9592,65.6405,4.3187
1009,69.9602,65.7832,4.177
1010,69.9612,65.8957,4.0655
1011,69.9623,65.9566,4.0057
1012,69.9633,65.9843,3.979
1013,69.9644,66.0281,3.9363
1014,69.9654,66.1324,3.833
1015,69.9665,66.3,3.6665
1016,69.9676,66.4837,3.4839
1017,69.9687,66.617,3.3517
1018,69.9698,66.6642,3.3056
1019,69.9709,66.652,3.3189
1020,69.9721,66.6552,3.3169
1021,69.9732,66.7445,3.2287
1022,69.9744,66.9333,3.0411
1023,69.9756,67.1625,2.8131
1024,69.9767,67.3373,2.6394
1025,69.9779,67.3942,2.5837
1026,69.9791,67.3424,2.6367
1027,69.9804,67.2817,2.6987
1028,69.9816,67.2616,2.72
1029,69.9828,67.3119,2.6709
1030,69.9841,67.4319,2.5522
